Время;мс;13045 Неисправность датчика цил. А6;Температура топлива;Температура масла;Температура выпускных газов А1;Температура выпускных газов А2;Температура выпускных газов А3;Температура выпускных газов А4;Температура выпускных газов А5;Температура выпускных газов А6;Температура выпускных газов А7;Температура выпускных газов А8;Температура выпускных газов В1;Температура выпускных газов В2;Температура выпускных газов В3;Температура выпускных газов В4;Температура выпускных газов В5;Температура выпускных газов В6;Температура выпускных газов В7;Температура выпускных газов В8
9:1:32;301;0;14,6746013580529;68,0674448767834;111,573968108644;116,99549858854;109,00587472343;109,408712901503;105,86709391928;105,615320057984;114,561684596017;114,074921797513;153,771267261769;142,17288471809;143,515678644999;142,575722896162;145,160601205463;140,997940032044;142,844281681544;138,228427557794;
9:1:33;301;0;14,6578164339666;68,1010147249561;111,473258564126;116,81086442359;108,888380254826;109,291218432898;105,766384374762;105,514610513466;114,360265506981;113,974212252995;153,939116502632;142,340733958953;143,700312809949;142,676432440681;145,395590142672;141,149004348821;142,995345998322;138,362706950484;
9:1:34;301;0;14,6913862821393;68,0674448767834;111,338979171435;116,592660410468;108,703746089876;109,089799343862;105,581750209812;105,413900968948;114,192416266117;113,789578088045;154,03982604715;142,424658579385;143,817807278553;142,72678721294;145,529869535363;141,300068665599;143,09605554284;138,42984664683;
9:1:35;301;0;14,7081712062257;68,0170901045243;111,238269626917;116,44159609369;108,569466697185;108,938735027085;105,397116044862;105,31319142443;114,024567025254;113,604943923095;154,207675288014;142,491798275731;143,868162050813;142,760357061112;145,580224307622;141,333638513771;143,213550011444;138,496986343175;
9:1:36;302;0;14,6913862821393;68,0338750286107;111,171129930571;116,290531776913;108,435187304494;108,787670710307;105,262836652171;105,329976348516;113,873502708476;113,470664530404;154,341954680705;142,508583199817;143,952086671244;142,827496757458;145,580224307622;141,417563134203;143,314259555962;138,61448081178;
9:1:37;301;0;14,724956130312;68,0003051804379;111,036850537881;116,122682536049;108,300907911803;108,603036545357;105,111772335393;105,296406500343;113,655298695354;113,202105745022;154,241245136187;142,475013351644;143,935301747158;142,861066605631;145,529869535363;141,400778210117;143,247119859617;138,681620508125;
9:1:38;301;0;14,6578164339666;68,0003051804379;110,969710841535;116,005188067445;108,149843595026;108,468757152667;105,044632639048;105,178912031739;113,48744945449;113,051041428244;154,325169756619;142,508583199817;143,968871595331;142,894636453803;145,580224307622;141,417563134203;143,314259555962;138,782330052644;
9:1:39;301;0;14,7081712062257;68,0170901045243;110,936140993362;115,938048371099;108,08270389868;108,418402380407;105,027847714961;105,229266803998;113,420309758144;113,017471580072;154,476234073396;142,659647516594;144,187075608454;143,012130922408;145,781643396658;141,602197299153;143,482108796826;138,899824521248;
9:1:40;301;0;14,724956130312;67,9499504081788;110,818646524758;115,736629282063;107,931639581903;108,250553139544;104,859998474098;105,145342183566;113,168535896849;112,849622339208;154,576943617914;142,743572137026;144,20386053254;142,944991226062;145,899137865263;141,635767147326;143,515678644999;138,866254673075;
9:1:41;299;0;14,7920958266575;67,9499504081788;110,869001297017;115,635919737545;107,864499885557;108,233768215457;104,809643701839;105,279621576257;113,11818112459;112,732127870603;154,728007934691;142,760357061112;144,271000228885;143,012130922408;145,932707713436;141,686121919585;143,666742961776;138,899824521248;
9:1:42;301;0;14,7081712062257;67,9163805600061;110,952925917449;115,652704661631;107,914854657816;108,233768215457;104,809643701839;105,430685893034;113,067826352331;112,648203250172;154,912642099641;142,844281681544;144,354924849317;143,163195239185;146,016632333867;141,770046540017;143,817807278553;139,084458686198;
9:1:43;301;0;14,7417410543984;67,9163805600061;110,969710841535;115,535210193027;107,780575265126;108,099488822766;104,75928892958;105,464255741207;112,866407263294;112,480354009308;154,912642099641;142,793926909285;144,354924849317;143,179980163272;145,983062485695;141,75326161593;143,801022354467;139,16838330663;
9:1:44;300;0;14,7585259784848;67,8995956359197;111,036850537881;115,568780041199;107,763790341039;108,116273746853;104,859998474098;105,598535133898;112,816052491035;112,413214312963;154,996566720073;142,944991226062;144,489204242008;143,364614328222;146,134126802472;141,887541008621;143,935301747158;139,285877775235;
9:1:45;301;0;14,7417410543984;67,866025787747;111,020065613794;115,451285572595;107,612726024262;108,015564202335;104,843213550011;105,581750209812;112,648203250172;112,245365072099;155,030136568246;142,995345998322;144,539559014267;143,364614328222;146,251621271077;141,904325932708;143,952086671244;139,285877775235;
9:1:46;302;0;14,6913862821393;67,8492408636606;111,137560082399;115,451285572595;107,646295872435;108,065918974594;104,927138170443;105,783169298848;112,614633401999;112,262149996185;155,181200885023;143,196765087358;144,724193179217;143,482108796826;146,469825284199;142,072175173571;144,170290684367;139,386587319753;
9:1:47;301;0;14,7753109025711;67,7988860914015;111,187914854658;115,317006179904;107,579156176089;108,065918974594;104,893568322271;105,850308995193;112,480354009308;112,178225375753;155,265125505455;143,263904783703;144,791332875563;143,448538948653;146,587319752804;142,105745021744;144,220645456626;139,35301747158;
9:1:48;299;0;14,7585259784848;67,7821011673152;111,406118867781;115,317006179904;107,696650644694;108,200198367285;105,011062790875;106,186007476921;112,480354009308;112,228580148013;155,500114442664;143,364614328222;144,992751964599;143,582818341344;146,755168993667;142,290379186694;144,422064545663;139,554436560616;
9:1:49;301;0;14,7753109025711;67,7653162432288;111,523613336385;115,266651407645;107,679865720607;108,200198367285;104,994277866789;106,23636224918;112,37964446479;112,111085679408;155,533684290837;143,364614328222;145,009536888685;143,599603265431;146,771953917754;142,30716411078;144,438849469749;139,621576256962;
9:1:50;299;0;14,7081712062257;67,7821011673152;111,82574196994;115,367360952163;107,730220492866;108,334477759976;105,195696955825;106,454566262303;112,396429388876;112,127870603494;155,701533531701;143,448538948653;145,177386129549;143,767452506294;146,889448386358;142,458228427558;144,623483634699;139,856565194171;
9:1:51;301;0;14,6578164339666;67,7485313191424;112,01037613489;115,468070496681;107,747005416953;108,384832532235;105,380331120775;106,706340123598;112,346074616617;112,077515831235;155,768673228046;143,498893720912;145,194171053635;143,868162050813;146,97337300679;142,475013351644;144,75776302739;140,007629510948;
9:1:52;301;0;14,6746013580529;67,7485313191424;112,178225375753;115,417715724422;107,780575265126;108,435187304494;105,413900968948;106,890974288548;112,245365072099;112,027161058976;155,886167696651;143,532463569085;145,278095674067;143,868162050813;147,040512703136;142,508583199817;144,841687647822;140,057984283207;
9:1:53;301;0;14,724956130312;67,7149614709697;112,211795223926;115,417715724422;107,881284809644;108,569466697185;105,564965285725;107,176317998016;112,228580148013;112,060730907149;156,070801861601;143,750667582208;145,462729839017;143,935301747158;147,325856412604;142,676432440681;145,009536888685;140,024414435035;
9:1:54;301;0;14,8088807507439;67,6646066987106;112,513923857481;115,51842526894;108,065918974594;108,770885786221;105,766384374762;107,495231555657;112,262149996185;112,144655527581;156,322575722896;143,901731898985;145,664148928054;144,052796215763;147,544060425727;142,861066605631;145,177386129549;140,242618448157;
9:1:55;301;0;14,7585259784848;67,6310368505379;112,74891279469;115,51842526894;108,08270389868;108,854810406653;105,917448691539;107,679865720607;112,211795223926;112,111085679408;156,507209887846;143,884946974899;145,748073548486;144,069581139849;147,594415197986;142,944991226062;145,328450446326;140,376897840848;
9:1:56;301;0;14,8256656748302;67,5974670023651;113,017471580072;115,652704661631;108,200198367285;108,955519951171;106,118867780575;107,981994354162;112,211795223926;112,111085679408;156,67505912871;143,952086671244;145,848783093004;144,20386053254;147,695124742504;143,045700770581;145,513084611276;140,544747081712;
9:1:57;301;0;14,7753109025711;67,6142519264515;113,319600213626;115,786984054322;108,317692835889;109,19050888838;106,370641641871;108,317692835889;112,211795223926;112,144655527581;156,85969329366;144,036011291676;145,949492637522;144,338139925231;147,812619211109;143,112840466926;145,748073548486;140,695811398489;
9:1:58;301;0;14,724956130312;67,5806820782788;113,655298695354;115,971618219272;108,519111924926;109,459067673762;106,672770275425;108,720531013962;112,278934920272;112,262149996185;157,027542534524;144,20386053254;146,150911726558;144,539559014267;148,047608148318;143,297474631876;145,949492637522;140,914015411612;
9:1:59;301;0;14,7417410543984;67,5806820782788;113,907072556649;116,122682536049;108,703746089876;109,694056610971;106,924544136721;109,073014419776;112,295719844358;112,312504768444;157,195391775387;144,371709773404;146,318760967422;144,673838406958;148,3161669337;143,398184176394;146,134126802472;141,048294804303;
9:2:0;301;0;14,7417410543984;67,5974670023651;114,125276569772;116,156252384222;108,737315938048;109,828336003662;107,125963225757;109,291218432898;112,228580148013;112,312504768444;157,329671168078;144,438849469749;146,41947051194;144,707408255131;148,484016174563;143,482108796826;146,23483634699;141,149004348821;
9:2:1;299;0;14,7585259784848;67,5471122301061;114,544899671931;116,206607156481;108,871595330739;110,046540016785;107,310597390707;109,526207370108;112,329289692531;112,497138933394;157,564660105287;144,489204242008;146,688029297322;144,774547951476;148,584725719081;143,750667582208;146,436255436027;141,38399328603;
9:2:2;302;0;14,7753109025711;67,5471122301061;114,796673533227;116,408026245518;109,123369192035;110,29831387808;107,545586327916;109,962615396353;112,329289692531;112,547493705653;157,816433966583;144,673838406958;146,805523765927;144,841687647822;148,853284504463;143,851377126726;146,637674525063;141,501487754635;
9:2:3;299;0;14,7585259784848;67,4631876096742;115,216296635386;116,44159609369;109,207293812467;110,583657587549;107,763790341039;110,247959105821;112,413214312963;112,664988174258;157,917143511101;144,724193179217;147,023727779049;145,059891660945;148,970778973068;143,985656519417;146,822308690013;141,75326161593;
9:2:4;301;0;14,7920958266575;67,4631876096742;115,551995117113;116,710154879072;109,542992294194;110,919356069276;108,116273746853;110,684367132067;112,480354009308;112,816052491035;158,353551537346;145,026321812772;147,241931792172;145,194171053635;149,373617151141;144,170290684367;147,141222247654;141,921110856794;
9:2:5;301;0;14,7920958266575;67,4128328374151;115,736629282063;116,945143816281;109,55977721828;111,036850537881;108,351262684062;111,003280689708;112,480354009308;112,816052491035;158,286411841001;145,110246433204;147,258716716258;145,31166552224;149,591821164263;144,237430380713;147,208361943999;141,954680704967;
9:2:6;301;0;14,724956130312;67,4464026855879;116,240177004654;117,196917677577;109,912260624094;111,45647364004;108,754100862135;111,473258564126;112,648203250172;113,017471580072;158,756389715419;145,278095674067;147,52727550164;145,513084611276;149,826810101472;144,438849469749;147,594415197986;142,256809338521;
9:2:7;301;0;14,8256656748302;67,362478065156;116,508735790036;117,314412146181;110,063324940871;111,725032425422;109,073014419776;111,792172121767;112,664988174258;113,134966048676;158,873884184024;145,445944914931;147,745479514763;145,563439383536;150,078583962768;144,589913786526;147,762264438849;142,35751888304;
9:2:8;301;0;14,7417410543984;67,3960479133288;116,945143816281;117,582970931563;110,281528953994;112,077515831235;109,442282749676;112,278934920272;112,782482642863;113,30281528954;159,192797741665;145,647364003967;147,946898603799;145,781643396658;150,380712596323;144,824902723735;148,014038300145;142,592507820249;
9:2:9;301;0;14,8256656748302;67,3792629892424;117,532616159304;117,868314641032;110,600442511635;112,497138933394;109,845120927749;112,74891279469;113,017471580072;113,604943923095;159,62920576791;145,764858472572;148,282597085527;145,966277561608;150,582131685359;145,143816281376;148,45044632639;142,978561074235;
9:2:10;299;0;14,7920958266575;67,3289082169833;117,952239261463;118,120088502327;110,835431448844;112,883192187381;110,164034485389;113,218890669108;112,983901731899;113,756008239872;159,897764553292;145,966277561608;148,517586022736;146,117341878386;150,867475394827;145,328450446326;148,719005111772;143,146410315099;
9:2:11;301;0;14,7920958266575;67,362478065156;118,556496528573;118,489356832227;111,238269626917;113,386739909972;110,650797283894;113,806363012131;113,286030365454;114,04135194934;160,350957503624;146,251621271077;148,853284504463;146,402685587854;151,287098496986;145,68093385214;149,155413138018;143,532463569085;
9:2:12;299;0;14,7920958266575;67,3960479133288;119,093614099336;118,841840238041;111,557183184558;113,85671778439;111,154345006485;114,377050431067;113,470664530404;114,293125810636;160,720225833524;146,486610208286;149,188982986191;146,620889600977;151,656366826886;145,999847409781;149,524681467918;143,83459220264;
9:2:13;302;0;14,7417410543984;67,3792629892424;119,597161821927;119,143968871595;111,708247501335;114,293125810636;111,607537956817;114,662394140536;113,655298695354;114,544899671931;160,938429846647;146,721599145495;149,491111619745;146,738384069581;152,025635156786;146,318760967422;149,742885481041;144,103150988022;
9:2:14;301;0;14,6410315098802;67,362478065156;120,234988937209;119,597161821927;112,077515831235;114,847028305486;112,094300755322;115,266651407645;113,923857480735;114,813458457313;161,458762493324;147,006942854963;149,826810101472;146,97337300679;152,478828107118;146,704814221408;150,229648279545;144,455634393835;
9:2:15;299;0;14,6242465857939;67,3289082169833;120,889600976577;119,899290455482;112,413214312963;115,400930800336;112,513923857481;115,88769359884;114,209201190204;115,014877546349;161,89517051957;147,34264133669;150,078583962768;147,275501640345;152,965590905623;146,956588082704;150,682841229877;144,808117799649;
9:2:16;301;0;14,6242465857939;67,3289082169833;121,560997940032;120,3692683299;112,799267566949;116,038757915618;113,067826352331;116,508735790036;114,528114747845;115,33379110399;162,348363469902;147,644769970245;150,464637216754;147,560845349813;153,469138628214;147,376211184863;151,152819104295;145,210955977722;
9:2:17;299;0;14,6746013580529;67,2953383688106;122,064545662623;120,872816052491;113,269245441367;116,559090562295;113,722438391699;117,264057373922;114,813458457313;115,786984054322;162,919050888838;147,930113679713;150,951400015259;147,913328755627;153,871976806287;147,913328755627;151,723506523232;145,580224307622;
9:2:18;301;0;14,7081712062257;67,3121232928969;122,735942626078;121,275654230564;113,655298695354;117,129777981231;114,259555962463;117,885099565118;115,098802166781;116,156252384222;163,37224383917;148,198672465095;151,354238193332;148,181887541009;154,308384832532;148,349736781872;152,243839169909;145,983062485695;
